idx,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,uri,valence
169,Art Deco,Lana Del Rey,0.544,0.282,295067,0.464,0.215,11,0.111,-11.112,0,0.0533,148.345,5,spotify:track:5jqNQZBwbZWQXPWfo0ygZF,0.0596
170,Look On Down From The Bridge,Mazzy Star,0.642,0.37,287893,0.0772,0.69,0,0.112,-19.322,1,0.0414,119.942,4,spotify:track:010ALbbh5KlQ4fKWgSdhRd,0.0954
171,Sad Girl,Lana Del Rey,0.539,0.345,317760,0.587,0.0731,5,0.119,-8.346,1,0.0364,119.479,4,spotify:track:11MyiSGZSYSmhhqwGUTtAq,0.258
172,"Audrey's Dance, Prologue",Bookhouse,0.595,0.474,167120,0.197,0.769,0,0.127,-13.632,1,0.0345,125.041,4,spotify:track:5025SXEbK6Qj9AclTnDgY4,0.122
173,Bad Boy,Marty Wilde,0.623,0.59,144880,0.377,4.94e-06,9,0.115,-9.706,1,0.0333,131.829,4,spotify:track:4CKX5MSRIgPHIbvNKfyxr0,0.597
174,By This River,You'll Never Get to Heaven,0.91,0.432,225758,0.326,0.254,7,0.368,-10.254,0,0.0278,66.117,3,spotify:track:6QO7T09kZyywqa585wUHlW,0.191
175,Just You,Angelo Badalamenti,0.819,0.391,216000,0.259,0.00992,0,0.1,-15.732,1,0.0301,172.61,3,spotify:track:68fLJDPMqy7xVBPZW08xAS,0.118
176,Industrial Environment,Tony Kinsey,0.903,0.435,107465,0.048,0.963,0,0.0871,-28.035,0,0.0299,97.896,4,spotify:track:6SFJQ7h7l3bN2QR3u5y1fM,0.115
177,A Country Concept,Guano Padano,0.452,0.341,398053,0.471,0.885,11,0.0864,-10.078,0,0.033,95.209,4,spotify:track:4fDppeQznCFXEZK8dRBovn,0.17
178,Like a Drug,Dead Combo,0.949,0.384,221000,0.334,0.944,11,0.131,-10.912,0,0.0284,99.749,4,spotify:track:0kOE5LUYB131lN20nPBNLj,0.222
179,Mysteries of Love,Julee Cruise,0.863,0.153,269107,0.204,0.904,11,0.107,-17.312,1,0.0376,73.987,3,spotify:track:0jF5G6LnVRX92gFTnKxIbx,0.0639
180,J's Heaven,Slowdive,0.798,0.251,406080,0.238,0.922,4,0.132,-17.156,0,0.0345,144.394,4,spotify:track:4g1zeUDCp2rWQnXrlDMC2C,0.0789
181,10 Mile Stereo,Beach House,0.0523,0.24,303853,0.738,0.00121,10,0.419,-4.383,0,0.0472,193.023,4,spotify:track:6PLhLWBFALQKoxW3TtOyIB,0.305
182,Deine Kusine,Bohren & Der Club Of Gore,0.937,0.272,194891,0.074,0.737,6,0.0927,-12.942,0,0.0396,91.494,4,spotify:track:4hSAnEdx715RIIGjtyaAZ2,0.0641
183,Lachrymose,Silencio,0.703,0.197,132840,0.111,0.568,2,0.0857,-9.777,0,0.0337,95.062,4,spotify:track:28Pb8G14ojkS6t4Tuapqzv,0.0395
184,Keep on Loving You,Cigarettes After Sex,0.533,0.455,233000,0.37,0.959,2,0.111,-9.328,0,0.0247,73.683,4,spotify:track:06au29twKgLSXePchyZVWG,0.125
185,Dead And Lovely,Tom Waits,0.955,0.546,340707,0.205,5.82e-06,8,0.289,-15.829,1,0.0378,116.369,4,spotify:track:2wCJYc4wr8DCIxqw4k3D8s,0.439
186,You Belong To Me,Patsy Cline,0.961,0.543,182907,0.162,0,3,0.169,-14.141,1,0.0322,107.933,3,spotify:track:66SHi5NWTLy2zNY8r4ubAx,0.238
187,Mysterioso,The Moon-Rays,0.536,0.639,165933,0.379,0.014,5,0.214,-9.513,0,0.0306,99.833,4,spotify:track:2XgsZ2Vbheq4iizKhHYqkb,0.489
188,Moments Descend On My Windowpane,Rafael Anton Irisarri,0.969,0.238,314440,0.169,0.822,2,0.0819,-19.396,1,0.0315,81.084,4,spotify:track:1D2vuD2SBfeCxfu9ah8nqc,0.0702
189,Velveteen,Still Corners,0.533,0.379,157387,0.493,0.839,7,0.0726,-7.839,0,0.0286,97.533,1,spotify:track:2XjEiTZpmvyva6OPIWitIM,0.102
190,Theme from Twin Peaks - Fire Walk with Me,Angelo Badalamenti,0.743,0.24,406133,0.033,0.00821,5,0.111,-19.838,0,0.0327,97.63,3,spotify:track:6ov87ZmFzA62REV8KrbWXj,0.0389
191,Forty Fives Say Six Six Six,King Dude,0.363,0.581,167645,0.574,0.778,6,0.213,-6.751,1,0.0304,92.721,4,spotify:track:32b0QYii49GhGuAKw830R4,0.249
192,Shadow - Radio,Chromatics,0.0275,0.557,225465,0.637,0.796,11,0.15,-10.529,0,0.0361,106.586,4,spotify:track:6txVuYJhO5WVpRhaw8l9tW,0.455
193,Cowboys,Portishead,0.138,0.461,279267,0.847,3.04e-05,10,0.113,-2.398,0,0.0508,76.763,4,spotify:track:1DB8s1L4z25jcRw88815ko,0.18
194,The Pink Room,Angelo Badalamenti,0.694,0.57,246240,0.361,0.947,1,0.11,-18.864,1,0.0258,104.954,4,spotify:track:5c434NcYl2SfhW0lfBgp1t,0.521
195,This Magic Moment,Lou Reed,0.0308,0.45,203600,0.618,0.474,4,0.112,-8.438,1,0.0283,109.821,4,spotify:track:5p2G07FOhK44VYH3cjahJR,0.254
196,Crying,Roy Orbison,0.758,0.35,166467,0.293,8.21e-06,2,0.104,-9.502,1,0.0258,96.685,4,spotify:track:2M3OVvigcmanSnRq1sdlVE,0.162
197,You Know Me Well,Sharon Van Etten,0.722,0.481,271573,0.518,0.00606,9,0.0975,-8.188,0,0.0274,76.019,4,spotify:track:7fkptJXi4ZAxeXOUGp8lf4,0.365
198,I Forget It's There,Lay Low,0.709,0.475,340067,0.404,0.742,6,0.307,-10.549,0,0.0253,67.945,4,spotify:track:4BhrU9M5nN3WjtLPQNe49y,0.328
199,Fact 67,The Brian Jonestown Massacre,0.000261,0.624,394785,0.462,0.877,2,0.198,-8.992,1,0.0295,115.082,4,spotify:track:1isyIMI9qwUUyGTDUycZze,0.409
200,Come On Over (Turn Me On),Isobel Campbell,0.385,0.441,279480,0.454,0.195,5,0.106,-8.833,0,0.027,93.192,3,spotify:track:1YwjcTNYE93Zkvp23oIB8x,0.245
201,Slow Sin Jazz,Silencio,0.584,0.196,187613,0.442,0.00571,11,0.292,-12.14,0,0.0363,77.936,4,spotify:track:0HNlCDY4WkEWunThpgi1ep,0.0875
202,Television Snow,Johnny Jewel,0.893,0.0732,82906,0.0865,0.757,6,0.113,-13.038,0,0.0428,82.234,4,spotify:track:705uB4zN7DlMVWppldLDvB,0.035
203,Windswept - Reprise,Johnny Jewel,0.313,0.145,233827,0.247,0.692,0,0.108,-12.022,1,0.0359,140.064,4,spotify:track:0wBYMy6HFpLG7V7063GIT3,0.0386
204,Heaven,Johnny Jewel,0.00102,0.189,123973,0.375,0.962,9,0.15,-10.833,0,0.0372,112.686,4,spotify:track:00kQHsSd7eq0dOQcm4CDOk,0.0385
205,Lord Can You Hear Me,Spacemen 3,0.973,0.447,273946,0.0732,0.156,2,0.0997,-15.56,1,0.0293,139.042,3,spotify:track:3BUdIdKpaLlQNJW9hzfu4f,0.0387
206,Night Electricity Theme,Dean Hurley,0.708,0.0695,171837,0.00323,0.709,11,0.114,-30.52,1,0.0593,179.512,4,spotify:track:4CzRikULxlATeD0gVRB2Ya,0.0363
207,For Whom the Bell Tolls,William Basinski,0.58,0.151,250427,0.193,0.788,11,0.109,-27.781,1,0.0402,136.174,3,spotify:track:0BS2AWnSFs1K9UM4KAyYIZ,0.191
208,Home,JOON,0.000114,0.637,186402,0.645,0.231,0,0.106,-6.711,1,0.0295,125.061,4,spotify:track:6urUXCChLmSLAOqfVlZ7kx,0.337
209,Sweet Darling Pain,Melanie De Biasio,0.765,0.629,393147,0.44,0.153,4,0.14,-12.955,0,0.0259,135.02,3,spotify:track:7tCtjpon2rcHYfNLS9Very,0.634
210,Saturday - Instrumental,Chromatics,0.369,0.497,194320,0.682,0.0128,8,0.132,-6.781,1,0.0314,128.237,4,spotify:track:6NYBfminB8VNM7n4GgcwfW,0.318
211,Heavenly,Cigarettes After Sex,0.628,0.539,288595,0.431,0.653,8,0.11,-9.298,1,0.0249,105.156,4,spotify:track:6dwNcWigdxPUcqfz2zM6GL,0.122
212,Ballad 5,Tess Roby,0.841,0.805,221178,0.434,0.0389,7,0.0753,-9.915,1,0.037,121.678,4,spotify:track:2ph392VEqhzNOJZVC8eysk,0.494
213,Black Beauty,Lana Del Rey,0.27,0.32,314533,0.529,0.0136,5,0.0942,-7.595,1,0.0436,119.898,4,spotify:track:63hHlajVLQnlFMAqSyePxO,0.103
214,Fear,The Moon-Rays,0.611,0.254,215733,0.464,0.609,8,0.337,-9.672,0,0.0469,83.14,4,spotify:track:11l2ff6UPpl4aeVRC9q6AG,0.109
215,I Know You (Pt. II),Morphine,0.925,0.487,166800,0.042,0.757,9,0.11,-22.231,1,0.0403,172.58,3,spotify:track:2coA0lnS9Uvly5QWuyKi0S,0.238
216,Lazy Calm,Cocteau Twins,0.984,0.355,395760,0.194,0.856,11,0.084,-15.483,0,0.0378,82.864,4,spotify:track:05JscO5bEXKahVKRmuuqlg,0.0493
217,Fiction Dawn,Deaf Center,0.995,0.448,152160,0.00827,0.887,11,0.34,-27.805,0,0.0541,104.538,4,spotify:track:3ChhALyr8REPYB1d8i02S8,0.54
218,"Évasion de Julien - Bande originale du film ""Ascenseur pour l'échafaud""",Miles Davis,0.929,0.713,53189,0.0388,0.971,7,0.107,-34.428,1,0.0786,60.78,4,spotify:track:6dF77yYxp9WW0q7y0tYTMK,0.752
219,Silver Soul,Beach House,0.471,0.355,298680,0.671,0.00011,2,0.288,-5.824,1,0.0324,135.027,4,spotify:track:51WnbH3cYbxlIxZtV44WAu,0.113
220,Swing With Me,Chrystabell,0.212,0.323,301030,0.385,0.000531,1,0.112,-9.717,1,0.0304,148.964,3,spotify:track:01KCfJau5GdUoyrvKKNuec,0.296
221,Friday Night Fly,Chrystabell,0.183,0.61,249025,0.58,0.00675,0,0.145,-11.942,1,0.0297,138.686,3,spotify:track:2y2Yd7BQXPq5401h9bqAB6,0.361
222,Apples For The Sun,Frankie Rose,0.918,0.0851,244867,0.22,0.835,7,0.103,-11.642,1,0.0365,71.562,5,spotify:track:0JygjPocQ187Q2ciLbpU46,0.12
223,Blue Velvet,Lana Del Rey,0.823,0.358,156791,0.32,0.08,10,0.298,-8.575,1,0.0274,82.32,4,spotify:track:2SPzZWdB6peRYa16ytsQ1L,0.268
224,Some things Cosmic,Angel Olsen,0.919,0.214,174867,0.182,0.00465,8,0.113,-13.538,1,0.0368,143.171,4,spotify:track:5JeZZtqY0loM9UHQVIChby,0.104
225,Audrey's Dance - Instrumental,Angelo Badalamenti,0.325,0.504,317533,0.149,0.665,8,0.12,-17.714,1,0.0288,75.468,4,spotify:track:1r8ratK2ne9XUlHo47zeY0,0.04
226,Make Out Song,The Rosebuds,0.871,0.537,349320,0.234,0.799,4,0.109,-13.783,0,0.0616,74.953,4,spotify:track:51ksVBD22pSko3CoTpoHR4,0.122
227,Lust,The Raveonettes,0.197,0.643,217533,0.719,0.218,6,0.107,-5.175,0,0.0309,107.003,4,spotify:track:5KtR1jAWiUQYbuatyV1vk7,0.291
228,How to Disappear Completely,Radiohead,0.316,0.167,356333,0.302,0.797,6,0.11,-11.644,0,0.0345,102.026,4,spotify:track:2rtGaCAeYtmcIvuZsvgTf6,0.19
229,92982.3,William Basinski,0.935,0.203,427347,0.112,0.877,3,0.123,-24.552,0,0.0422,139.234,4,spotify:track:0BWfj3oeIWOQOTzpikVEG1,0.0488
230,Static Discos 100,Murcof,0.466,0.0809,100020,0.129,0.628,1,0.111,-25.228,1,0.0418,83.938,4,spotify:track:1ruo1XspKEfAEJthJg9UI7,0.0347
231,Sleepwalk,Ann Farina,0.904,0.733,141000,0.183,0.911,1,0.222,-10.543,1,0.0313,94.931,3,spotify:track:0gSSYbuoYlHLwVJSbdCnx7,0.493
232,My Heart Belongs to Only You,Bobby Vinton,0.76,0.421,166827,0.465,0,11,0.21,-7.447,1,0.0298,71.723,4,spotify:track:2ZLVZFxbt5y0jXj1Ljcm2d,0.502
233,The Nightingale,Julee Cruise,0.451,0.263,296200,0.418,0.0284,11,0.0762,-15.851,1,0.0412,96.143,4,spotify:track:6UaxyaWcV9Os9BcZet6Dem,0.17
234,House of the Rising Sun,Lauren O'Connell,0.506,0.394,185263,0.338,0.797,7,0.349,-13.531,1,0.0326,170.953,3,spotify:track:3oTQj3ZPpyRkOY26yjNycw,0.484
235,Into the Night: A Tribute to Twin Peaks,Great Pagans,0.863,0.192,179571,0.166,0.869,5,0.183,-16.824,0,0.0326,105.423,4,spotify:track:2kmK5V0jtYJP3TFFRap2z3,0.0464
236,The End of the World,Sharon Van Etten,0.793,0.332,178640,0.234,0.00375,10,0.187,-11.823,1,0.0277,93.992,3,spotify:track:0Sg9bWEaPtDO2JE7qwcMvy,0.256
237,Harlem Nocturne,The Viscounts,0.805,0.488,143760,0.514,0.00955,4,0.107,-8.176,1,0.0438,103.261,4,spotify:track:5JJCxDe1p2EOoy2YNIFhjn,0.491
238,Always Gone,The Holy Knives,0.899,0.324,256504,0.419,0.13,8,0.102,-10.749,0,0.0307,135.445,1,spotify:track:5hHtBzrx93X9rVAXKniflV,0.391
239,Henry,Get Well Soon,0.914,0.0932,92831,0.0783,0.962,1,0.0975,-20.507,1,0.0353,171.37,3,spotify:track:4gNW9fcJxV65KO8GD1Emw9,0.0276
240,I Dream in Neon,Dirty Beaches,0.554,0.435,215880,0.714,0.72,0,0.151,-5.626,1,0.041,119.902,3,spotify:track:6Siga5Vl809RNaiUUs9C6f,0.44
241,Song To The Siren (Remastered),This Mortal Coil,0.843,0.216,211093,0.24,6.09e-06,10,0.135,-12.598,1,0.0406,128.679,5,spotify:track:0BPTTsnnfz44XmZn3EE0oo,0.0875
242,Tornado,Dale Hawkins,0.506,0.701,144600,0.793,0.00029,11,0.447,-6.514,1,0.0596,85.997,4,spotify:track:5QmGLOc7dJeup5vw74kqvx,0.653
243,East London Street - Drums Only Version,Hidden Orchestra,0.00971,0.653,161960,0.649,0.786,10,0.129,-16.208,0,0.0472,99.993,4,spotify:track:3q2FQ9H63GqWhmU2rjT3yb,0.372
244,Petrichor,Chantel Van T,0.737,0.388,124875,0.262,0.645,2,0.238,-14.786,1,0.0325,106.238,4,spotify:track:3Bg5RgQvAkBLsmuq4N5PdI,0.178
245,Lonesome Hunter,Timber Timbre,0.223,0.295,282973,0.521,0.316,7,0.14,-7.328,1,0.0294,180.079,3,spotify:track:4VfGCWfdtmRVrarcOCWZuD,0.188
246,Multi-Tempo Wind Boogie,Thought Gang,0.000394,0.345,249768,0.623,0.919,10,0.313,-10.465,1,0.202,111.734,4,spotify:track:16ovZG6yE41teEKNEHvMso,0.241
247,Up in Flames - Live,Julee Cruise,0.0202,0.456,279707,0.395,0.494,7,0.102,-16.805,1,0.0336,77.983,4,spotify:track:3yvxddjFKxer9GltlmMSSk,0.0743
248,Von Schnäbeln,Bohren & Der Club Of Gore,0.995,0.152,236787,0.00667,0.972,4,0.0918,-34.586,1,0.0496,136.67,3,spotify:track:5tgqnRwnzGPxBchOamvL5d,0.0594
249,The Black Lodge,Jenny Gabrielsson Mare,0.412,0.838,224400,0.434,0.0891,0,0.122,-12.969,0,0.0378,112.783,4,spotify:track:2Wvem77KUZZ7Z4XmHY2Mi0,0.746
250,In Threes,Loscil,0.925,0.288,357773,0.0733,0.806,0,0.099,-24.739,0,0.0436,119.955,4,spotify:track:79OPYIgwVoTemZhjcDtLfe,0.0323
251,Magic Arrow,Timber Timbre,0.825,0.738,364333,0.334,0.189,9,0.0845,-14.653,1,0.0505,78.026,4,spotify:track:5alBn76mTPJLhfkl5sVApd,0.489
252,American Tradition,Nicole Dollanganger,0.835,0.449,234152,0.368,0.000155,6,0.136,-4.633,0,0.0297,109.621,4,spotify:track:2kr6RNvbfi8ucPP4EtzAfR,0.147
253,Into the Night,Bookhouse,0.34,0.534,275307,0.558,0.707,1,0.472,-11.656,1,0.0235,100.128,4,spotify:track:57ibbvjs2L30V8yEp8hinQ,0.474
254,Heart Of Chambers,Beach House,0.547,0.426,265173,0.433,0.775,6,0.076,-9.539,1,0.0314,115.292,4,spotify:track:6C7gz2d9zZTLA29dj2kgN4,0.0519
255,4 Moons,Paper Dollhouse,0.924,0.212,122576,0.519,0.868,9,0.416,-14.511,0,0.0479,120.561,4,spotify:track:0C3w117sZuDgs2gmKzBK2A,0.212
256,Sometime,Hang Playing Hedge Monkeys,0.981,0.485,319813,0.0555,0.931,7,0.103,-25.837,0,0.0325,118.588,4,spotify:track:7usg4QVcSysXyuntPkhZg4,0.183
257,Au Hasard,Dans Dans,0.529,0.498,309366,0.412,0.878,0,0.182,-14.092,1,0.0478,125.293,4,spotify:track:6G8REl8vRBBc5XgYbxxDth,0.294
258,"Générique - BOF ""Ascenseur pour l'échafaud""",Miles Davis,0.952,0.328,173520,0.0654,0.973,9,0.199,-16.45,0,0.0372,69.555,4,spotify:track:5Yp2fvVIvDHDpZJTpWCgA8,0.185
259,Oktober,Bersarin Quartett,0.415,0.574,388755,0.455,0.837,9,0.102,-9.788,0,0.0311,145.039,4,spotify:track:1wLUU3Tdiph1LSrarxxN5d,0.204
260,A Room Between the Rooms,Kammarheit,0.488,0.163,393440,0.228,0.905,6,0.097,-22.692,1,0.0444,136.933,4,spotify:track:6aAfkcsiO7rerTy6kHJ6V4,0.0269
261,Im Rauch,Bohren & Der Club Of Gore,0.832,0.184,329133,0.0917,0.94,0,0.112,-17.91,0,0.0407,127.207,3,spotify:track:55y1H8Fiti2Pe04OYe0jk7,0.0331
262,Words,Low,0.0931,0.347,348800,0.209,0.617,5,0.103,-15.268,1,0.0262,80.242,4,spotify:track:01OXa5tVuCssU6j8TY7kxr,0.229
263,Powder River,Violet Indiana,0.142,0.465,199067,0.306,0.908,2,0.0922,-17.128,1,0.0426,99.661,4,spotify:track:72OV4CyRVOogTNmoUImdi0,0.0395
264,Nightcrawlers,Widowspeak,0.416,0.503,170454,0.947,0.385,7,0.271,-4.168,1,0.0392,129.985,4,spotify:track:7Eg2cKDyOCNcHjLp2fuAM1,0.769
265,I Only Have Eyes for You,The Flamingos,0.905,0.546,201600,0.307,0.000939,5,0.11,-12.834,1,0.0293,89.229,3,spotify:track:1jz8TlrPZR6oXROieCoc2v,0.343
266,Pink Cigarette,Mr. Bungle,0.275,0.215,295627,0.569,0.821,11,0.726,-8.544,1,0.0348,85.304,3,spotify:track:2HMu0epbw9zAnU39qnnwl5,0.331
267,"Générique - Bande originale du film ""Ascenseur pour l'échafaud""",Miles Davis,0.974,0.391,168512,0.114,0.949,2,0.183,-11.506,0,0.0329,70.197,4,spotify:track:3I1LsXYKMeWbdgJgADH8yY,0.139
268,Just Like Honey,The Jesus and Mary Chain,0.000231,0.321,183493,0.437,0.0252,8,0.0836,-15.836,1,0.0447,122.74,4,spotify:track:4E6YM4V7Kz6zpbiNsliwEl,0.535
269,Killer Shangri-Lah (Killing Eve OST),Pshycotic Beats,0.497,0.3,233600,0.467,0.00371,0,0.11,-11.15,1,0.039,112.991,3,spotify:track:3XTFk96q4Qe8QigRl96IuR,0.119
270,Sleep Walk,Santo & Johnny,0.759,0.779,145333,0.212,0.959,10,0.235,-9.759,0,0.0362,94.675,3,spotify:track:0yK8sWD6cfrc7pGfaPIcZH,0.444
